"Bit doesn\'t tag or build","### Describe the bug\r\nCan\'t tag or build components after updating from 14.8.4 to 14.8.6.\r\n\r\n### Steps to Reproduce\r\n\r\n1. Install bit@14.8.4 via yarn\r\n2. Update to bit@14.8.6\r\n3. Attempt to tag or build component\r\n4. Bit will hang on ""isolating component...""\r\n\r\n### Expected Behavior\r\n\r\nComponents should build, but instead the process hangs.\r\n\r\n### Specifications\r\n\r\n- Bit version: 14.8.6\r\n- Node version: 14.5.0\r\n- npm / yarn version: Yarn 1.22.4\r\n- Platform: Mac OS 10.15.5\r\n- Bit compiler (include version): bit.envs/compilers/react-typescript@3.1.54\r\n- Bit tester (include version): noah-friedman.envs/testers/jest@24.9.1","type/bug","Fix legacy capsule exec to not hang on error","Fixes #2809 .\r\n\r\nThis is happening due to some changes in the `capsule.exec` method. Specifically, the command `npm list -j` was hanging when NPM throws the peer-dependencies errors.\r\n\r\nFixed by changing to `execa`."
"Migrate to Github Actions","Similarly to other repos.","improvement","Migrated to Github Actions (fixes #265)",""
"API reference conflict for residuals.py in documentation","We have a minor documentation conflict where the `:class:~yellowbrick.regressor.residuals.PredictionError` directive in our documentation is not able to resolve the link to the API documentation. The issue is that we have the `yellowbrick.regressor.residuals` `automodule` in both `peplot.rst` and in `residuals.rst` so the documentation doesn\'t know which one to link to. The solutions that I can see to fix this are:\r\n\r\n1. Move PredictionError to its own module `yellowbrick.regressor.peplot` (and associated tests)\r\n2. Combine the residuals documentation into one page (probably not the best)\r\n3. Research a way to get Sphinx to recognize two separate `automodule` directives (no idea if this is possible)\r\n\r\nThis issue was discovered in #1022 ","priority: low,type: bug,type: documentation,type: technical debt","Splits prediction error plots from residuals","This PR closes #1031, splitting prediction error plots from residuals.\r\n\r\nI have made the following changes:\r\n\r\n1. Created new files, `yellowbrick/regressor/prediction_error.py` and `tests/test_regressor/test_prediction_error.py` and migrated code there from `yellowbrick/regressor/residuals.py` and `tests/test_regressor/test_residuals.py`, respectively.\r\n2. Relocated the relevant baseline images into a new directory, `tests/baseline_images/test_regressor/test_prediction_error`\r\n3. Updated `yellowbrick/regressor/__init__.py`\r\n4. Updated the docs accordingly\r\n\r\n\r\n### CHECKLIST\r\n\r\n- [x] _Is the commit message formatted correctly?_\r\n- [ ] _Have you noted the new functionality/bugfix in the release notes of the next release?_\r\n- [x] _Included a sample plot to visually illustrate your changes?_\r\n- [x] _Do all of your functions and methods have docstrings?_\r\n- [x] _Have you added/updated unit tests where appropriate?_\r\n- [x] _Have you updated the baseline images if necessary?_\r\n- [x] _Have you run the unit tests using `pytest`?_\r\n- [x] _Is your code style correct (are you using PEP8, pyflakes)?_\r\n- [x] _Have you documented your new feature/functionality in the docs?_\r\n- [x] _Have you built the docs using `make html`?_\r\n"
"Fix usage of Cake.Recipe on Travis","When running Cake.Recipe on Travis, the following error occurs:\r\n\r\nhttps://travis-ci.org/cake-contrib/Cake.Plist/jobs/209156414#L1435\r\n\r\n```sh\r\nCompiling build script...\r\nError: Cake.Core.CakeException: An error occurred while executing build script.\r\n  at Cake.Scripting.Mono.MonoScriptSession.Execute (Cake.Core.Scripting.Script script) [0x0007f] in <077b4364678d402f9df8bb48e9f0a543>:0 \r\n  at Cake.Core.Scripting.ScriptRunner.Run (Cake.Core.Scripting.IScriptHost host, Cake.Core.IO.FilePath scriptPath, System.Collections.Generic.IDictionary`2[TKey,TValue] arguments) [0x00314] in <78602f51bc554886aeaf7e173d0ce2e7>:0 \r\n  at Cake.Commands.BuildCommand.Execute (Cake.CakeOptions options) [0x0002d] in <077b4364678d402f9df8bb48e9f0a543>:0 \r\n  at Cake.CakeApplication.Run (Cake.CakeOptions options) [0x0001d] in <077b4364678d402f9df8bb48e9f0a543>:0 \r\n  at Cake.Program.Main () [0x000dc] in <077b4364678d402f9df8bb48e9f0a543>:0\r\n```\r\n\r\nI have been able to reproduce this error by compiling and running Cake on an Ubuntu VM, using JetBrains Rider.  The issue comes down to the Cake.AppVeyor addin.\r\n\r\nNow, some of you might be thinking, why are you using the Cake.AppVeyor addin when you are running on Travis, and this is due to the fact that you can\'t conditionally reference an addin, so it has to be included.\r\n\r\nWhile debugging, it is the following method in the Cake.AppVeyor addin that is causing the problem:\r\n\r\n![image](https://cloud.githubusercontent.com/assets/1271146/23745615/bdd18868-04b0-11e7-9c10-dccb407eaacd.png)\r\n\r\nWhich reports the following error message:\r\n\r\n`System.Nullable [System.Int32] is not a supported constant type`\r\n\r\nThe suspicion is that something in the Mono Compiler for Cake is either confused, or does not support what this method is trying to do. ","","(GH-60) Implemented build provider for Travis CI","First basic implementation of a build provider for Travis CI\r\n\r\nfixes #60\r\n\r\nmay also be related to #188 and #259"
"Content is not well integrated due to the recent changes about the theme","## Bug\r\n\r\n### Problem\r\nThe modifications made previously on the remote theme have affected the content of the guide, in particular the tab system. The contents belonging to these tabs are now integrated one after the other disturbing the good readability of the guide.\r\n\r\nThe includes were also edited to be more readable and integrate the elements of the `desktop` section. Some changes are required to fix some minor issues.\r\n\r\n### Steps to reproduce\r\n1. Go to the website with a web browser\r\n1. Go to a page that was previously using the tab system\r\n1. The content of the tabs are now one after the other and not readable\r\n\r\n### Expected behaviour\r\nThe same readability and consistency as the previous content related to the old version of the remote theme (0.28) and the custom modifications.\r\n\r\n### Platform\r\n - All\r\n\r\n### Branch\r\nThe name of the working branch should be `1.0-content-fix` based on the `master`.\r\n","Bug","Fix the content that is not well integrated due to the recent changes about the theme","### Changelog\r\n- permalinks\r\n- includes\r\n- pages\r\n- folder structure\r\n- formatting\r\n\r\n### Actions\r\nclose #17"
"O Lottie est\xc3\xa1 causando crash do app ao inicializar","Apesar do Lottie ser uma biblioteca fant\xc3\xa1stica desenvolvida pelo AirBnb,\r\no [suporte a ele no expo ainda \xc3\xa9 Alpha](https://docs.expo.io/versions/latest/sdk/lottie/).\r\nExiste a vers\xc3\xa3o 2 e vers\xc3\xa3o 3. O expo SDK anterior ao 38 suporta apenas o Lottie 2.\r\nO SDK 38 era pra suportar o Lottie 3, apesar do warning no primeiro link acima.\r\n\r\nMuitos desenvolvedores t\xc3\xaam reclamado dos mesmos problemas:\r\n- https://github.com/react-native-community/lottie-react-native/issues/617\r\n- https://forums.expo.io/t/lottiefiles-crashes-on-android-sdk-34/27018\r\n\r\nFoi tentado usar uma vers\xc3\xa3o anterior do Lottie com SDK 37 mas n\xc3\xa3o funcionou tamb\xc3\xa9m.\r\nFazendo upgrade pro SDK 38, o app do expo n\xc3\xa3o conseguia conectar no Metro para abrir a aplica\xc3\xa7\xc3\xa3o usando o emulador Android.\r\n","mobile","Issue 165","# Close #165 \r\n\r\n- Remove o Lottie\r\n- Remove componentes animados e retorna apenas texto no lugar.\r\n\r\n \r\n"
"Forgot to replace mount in generated apps","Thankfully we deprecated and not just yanked out... Not a show stopper, but we need to update that.","","Update all instances of mount to use m.","Fixes #529"
"Fix widget registration","Accidentally removed it \xf0\x9f\x98\xad ","bug","v1.4.5","- fix(widgets): Fix widget field registration (Fixes #22)\r\n- chore(block): Return the `register()` method\r\n- chore(field): Return the `register()` method\r\n- enhance(acf-composer): Wrap the composer `boot()` method in an `init` filter for compatibility\r\n- fix(docs): Fix partial example (#21)\r\n- fix(stubs): Fix partial stub example (#21)"
"Compositor Crash on Oculus Go","## Configuration\r\n\r\n<!--- State the version number and build ID affected. -->\r\n<!--- The build ID is obtained by clicking on the build date in settings. -->\r\nFirefox Reality version: 10.2\r\nFirefox Reality build ID: 6adc5cc8\r\n\r\n<!--- Include the name and version of the hardware/VR headset you experienced the bug in. -->\r\nHardware: Oculus Go\r\n\r\n## Crash Report\r\nhttps://crash-stats.mozilla.org/report/index/d8751ecf-9bb5-4b77-ad90-6ce100200630\r\n\r\n## Notes\r\nThis is currently the top crash for v10.2","crash \xf0\x9f\x94\xa5","Bump GV nightly to v80.0.20200707094747","Fixes #3586"
"App. A: Aural style sheets is informative yet sounds normative","This goes all the way back to 2002 when it was made informative in ac046f711d.\r\n\r\n> This chapter is informative. \r\n\r\n - [ ] It\'s an appendix, not a chapter.\r\n\r\n> The properties in this appendix apply to a media type \'aural\', that was introduced in CSS2. The type \'aural\' is now deprecated.\r\n\r\n - [ ] Are we informatively deprecating aural?\r\n\r\n> User agents should allow the values corresponding to \'0\' and \'100\' to be set by the listener. \r\n\r\n - [ ] Are we using RFC 2119 ""should"" informatively? What does it mean that a UA should implement this as an informative statement?\r\n\r\n> This property specifies whether text will be rendered aurally and if so, in what manner.\r\n\r\n - [ ] Does it? I thought the property didn\'t really exist; the appendix is, after all, informative.\r\n\r\n> For information, here is the list of properties implemented by Emacspeak, a speech subsystem for the Emacs editor.\r\n\r\n- [ ] Why are we informatively giving an implementation report for an informative appendix in the spec?\r\n\r\nMore generally, why is this appendix even here? We obviously don\'t expect/want anyone to implement it (otherwise it would\'ve been made normative again), so what do we gain by having it here? Should we define `display: run-in` (which was also in CSS2) informatively as well and rename it ""Appendix A. Abandoned Features""?","CSS2","Fix #2586: drop the informative \'aural\' ""definition""","Fixes #2586.\r\n\r\nThis is technical an editorial change (hah!) given it\'s informative in CSS 2.1, but this is a sufficiently major change that I\'m posting this for review first."
"Rebase checkbox remains checked after rebase when prCreation=not-pending","**What Renovate type are you using?**\r\n\r\nHosted App\r\n\r\n**Describe the bug**\r\n\r\nThe Renovate bot does not untick the ""rebase"" checkbox, after performing the rebase. It used to do so, but stopped a while back (a few months ago?).\r\n\r\n**Did you see anything helpful in debug logs?**\r\n\r\nDid not look\r\n\r\n**To Reproduce**\r\n\r\n1. Open a renovate PR that needed rebasing (eg https://github.com/neutrinojs/webpack-chain/pull/250)\r\n2. Tick the rebase checkbox in the PR description\r\n3. Wait for the bot to push new commits\r\n4. Refresh the PR page\r\n5. Look at the status of the rebase checkbox in the PR description \r\n\r\n**Additional context**\r\n\r\nThis is causing PR additional commits to be clobbered. (eg rebase a PR, add a new commit such as running prettier again after a prettier upgrade, so the CI passes -- then renovate rebases over it, since the checkbox is still ticked)\r\n","bug,pri2-important","fix: uncheck retry checkbox after rebase","Closes #5951, Closes #6690"
"Rebasing MR gets stuck in a loop and uses up all CI minutes","**What Renovate type are you using?**\r\n\r\n<!-- Tell us if you\'re using the hosted App, or if you are self-hosted Renovate yourself. Platform too (GitHub, GitLab, etc) if you think it\'s relevant. -->\r\n\r\nGitLab hosted app\r\n\r\n**Describe the bug**\r\n\r\n<!-- A clear and concise description of what the bug is. -->\r\n\r\nIf you tick the box on a merge request called _""If you want to rebase/retry this MR, check this box""_, Rennovate gets stuck in a loop constantly rebasing and pushing new commits to the branch. This uses up our month\'s worth of 2000 CI minutes in under half an hour. \r\n\r\n![image](https://user-images.githubusercontent.com/16009897/86642292-e66b2980-c02f-11ea-9483-2e9543548a9e.png)\r\n\r\n![image](https://user-images.githubusercontent.com/16009897/86642881-5da0bd80-c030-11ea-9b3b-923a444f94fe.png)\r\n\r\n\r\n**Relevant debug logs**\r\n\r\n<!--\r\nTry not to raise a bug report unless you\'ve looked at the logs first.\r\nIf you\'re running self-hosted, run with `--log-level=debug` or LOG_LEVEL=debug and search for whatever dependency/branch/PR that is causing the problem. If you are using the Renovate App, log into https://app.renovatebot.com/dashboard and locate the correct job log for when the problem occurred (e.g. when the PR was created). The Job ID will help us locate it.\r\n-->\r\nRennovate config:\r\n```json\r\n{\r\n  ""$schema"": ""https://docs.renovatebot.com/renovate-schema.json"",\r\n  ""extends"": [\r\n    ""config:base"",\r\n    "":githubComToken([REDACTED])""\r\n  ],\r\n  ""labels"": [""Dependencies""],\r\n  ""stabilityDays"": 7,\r\n  ""prCreation"": ""not-pending"",\r\n  ""masterIssue"": true,\r\n  ""rangeStrategy"": ""bump""\r\n}\r\n\r\n```\r\n\r\nLogs from one of the 100 jobs that started before we could cancel them: https://gist.github.com/k-yle/9326a01eead03b68da3f676bed7381ef\r\n\r\n**To Reproduce**\r\n\r\n<!-- To fix a bug, we nearly always need a *minimal* repo to reproduce it in, before verifying that our fix works using the same repo. If you provide a public repo that already reproduces the problem, then your bug will get highest priority for fixing. If you can\'t reproduce it in a simple repo, do your best to describe how it could be reproduced, or under what circumstances the bug occurs. -->\r\n\r\n1. Use the above config\r\n2. Wait until a PR is open\r\n3. Click the box on the PR that says _""If you want to rebase/retry this MR, check this box""_\r\n4. Watch all your CI minutes disappear\r\n\r\n**Additional context**\r\n\r\nMaybe something to do with `stabilityDays`, it\'s quite buggy on GitLab when you combine it with `""prCreation"": ""not-pending""`\r\n\r\nNot sure if this is relevant but I saw this in the logs, it looks odd, not sure why it says `reuseExistingBranch: false` because it does re-use the same branch.\r\n\r\n```\r\nL1073: DEBUG: Manual rebase requested via PR checkbox for #505(branch=""renovate/ramda-0.x"")\r\nL1074: DEBUG: Using reuseExistingBranch: false(branch=""renovate/ramda-0.x"")\r\n```\r\n<!-- Add any other context about the problem here, including your own debugging or ideas on what went wrong. -->\r\n","bug,platform:gitlab,pri1-critical","fix: uncheck retry checkbox after rebase","Closes #5951, Closes #6690"
